FID	IID	PHENO
samp_g0_46_h1	samp_g0_46_h1	1
samp_g0_20_h1	samp_g0_20_h1	1
samp_g0_46_h0	samp_g0_46_h0	1
samp_g0_64_h0	samp_g0_64_h0	1
samp_g0_95_h1	samp_g0_95_h1	1
samp_g0_64_h1	samp_g0_64_h1	1
samp_g0_95_h0	samp_g0_95_h0	1
samp_g0_18_h0	samp_g0_18_h0	1
samp_g0_18_h1	samp_g0_18_h1	1
samp_g0_49_h1	samp_g0_49_h1	1
samp_g0_20_h0	samp_g0_20_h0	1
samp_g0_52_h0	samp_g0_52_h0	1
samp_g0_52_h1	samp_g0_52_h1	1
samp_g0_91_h1	samp_g0_91_h1	1
samp_g0_91_h0	samp_g0_91_h0	1
samp_g0_41_h1	samp_g0_41_h1	1
samp_g0_41_h0	samp_g0_41_h0	1
samp_g0_23_h1	samp_g0_23_h1	1
samp_g0_3_h1	samp_g0_3_h1	1
samp_g0_3_h0	samp_g0_3_h0	1
samp_g0_23_h0	samp_g0_23_h0	1
samp_g0_28_h0	samp_g0_28_h0	1
samp_g0_28_h1	samp_g0_28_h1	1
samp_g0_93_h0	samp_g0_93_h0	1
samp_g0_93_h1	samp_g0_93_h1	1
samp_g0_39_h0	samp_g0_39_h0	1
samp_g0_39_h1	samp_g0_39_h1	1
samp_g0_76_h0	samp_g0_76_h0	1
samp_g0_88_h0	samp_g0_88_h0	1
samp_g0_76_h1	samp_g0_76_h1	1
samp_g0_88_h1	samp_g0_88_h1	1
samp_g0_29_h0	samp_g0_29_h0	1
samp_g0_29_h1	samp_g0_29_h1	1
samp_g0_1_h0	samp_g0_1_h0	1
samp_g0_1_h1	samp_g0_1_h1	1
samp_g0_10_h1	samp_g0_10_h1	1
samp_g0_10_h0	samp_g0_10_h0	1
samp_g0_25_h0	samp_g0_25_h0	1
samp_g0_25_h1	samp_g0_25_h1	1
samp_g0_0_h0	samp_g0_0_h0	1
samp_g0_0_h1	samp_g0_0_h1	1
samp_g0_11_h0	samp_g0_11_h0	1
samp_g0_11_h1	samp_g0_11_h1	1
samp_g0_2_h0	samp_g0_2_h0	1
samp_g0_2_h1	samp_g0_2_h1	1
samp_g0_56_h0	samp_g0_56_h0	1
samp_g0_56_h1	samp_g0_56_h1	1
samp_g0_13_h1	samp_g0_13_h1	1
samp_g0_13_h0	samp_g0_13_h0	1
samp_g0_55_h0	samp_g0_55_h0	1
samp_g0_55_h1	samp_g0_55_h1	1
samp_g0_98_h0	samp_g0_98_h0	1
samp_g0_98_h1	samp_g0_98_h1	1
samp_g0_71_h1	samp_g0_71_h1	1
samp_g0_71_h0	samp_g0_71_h0	1
samp_g0_83_h0	samp_g0_83_h0	1
samp_g0_31_h1	samp_g0_31_h1	1
samp_g0_31_h0	samp_g0_31_h0	1
samp_g0_96_h0	samp_g0_96_h0	1
samp_g0_83_h1	samp_g0_83_h1	1
samp_g0_96_h1	samp_g0_96_h1	1
samp_g0_51_h0	samp_g0_51_h0	1
samp_g0_51_h1	samp_g0_51_h1	1
samp_g0_72_h0	samp_g0_72_h0	1
samp_g0_72_h1	samp_g0_72_h1	1
samp_g0_47_h0	samp_g0_47_h0	1
samp_g0_47_h1	samp_g0_47_h1	1
samp_g0_34_h0	samp_g0_34_h0	1
samp_g0_34_h1	samp_g0_34_h1	1
samp_g0_65_h0	samp_g0_65_h0	1
samp_g0_65_h1	samp_g0_65_h1	1
samp_g0_4_h1	samp_g0_4_h1	1
samp_g0_4_h0	samp_g0_4_h0	1
samp_g0_90_h1	samp_g0_90_h1	1
samp_g0_90_h0	samp_g0_90_h0	1
samp_g0_35_h0	samp_g0_35_h0	1
samp_g0_35_h1	samp_g0_35_h1	1
samp_g0_67_h0	samp_g0_67_h0	1
samp_g0_67_h1	samp_g0_67_h1	1
samp_g0_84_h0	samp_g0_84_h0	1
samp_g0_66_h0	samp_g0_66_h0	1
samp_g0_66_h1	samp_g0_66_h1	1
samp_g0_84_h1	samp_g0_84_h1	1
samp_g0_68_h1	samp_g0_68_h1	1
samp_g0_26_h1	samp_g0_26_h1	1
samp_g0_26_h0	samp_g0_26_h0	1
samp_g0_85_h1	samp_g0_85_h1	1
samp_g0_85_h0	samp_g0_85_h0	1
samp_g0_89_h0	samp_g0_89_h0	1
samp_g0_89_h1	samp_g0_89_h1	1
samp_g0_68_h0	samp_g0_68_h0	1
samp_g0_14_h0	samp_g0_14_h0	1
samp_g0_42_h1	samp_g0_42_h1	1
samp_g0_54_h1	samp_g0_54_h1	1
samp_g0_42_h0	samp_g0_42_h0	1
samp_g0_54_h0	samp_g0_54_h0	1
samp_g0_14_h1	samp_g0_14_h1	1
samp_g0_62_h1	samp_g0_62_h1	1
samp_g0_6_h1	samp_g0_6_h1	1
samp_g0_36_h1	samp_g0_36_h1	1
samp_g0_49_h0	samp_g0_49_h0	1
samp_g0_36_h0	samp_g0_36_h0	1
samp_g0_6_h0	samp_g0_6_h0	1
samp_g0_81_h0	samp_g0_81_h0	1
samp_g0_62_h0	samp_g0_62_h0	1
samp_g0_81_h1	samp_g0_81_h1	1
samp_g0_40_h0	samp_g0_40_h0	1
samp_g0_43_h1	samp_g0_43_h1	1
samp_g0_40_h1	samp_g0_40_h1	1
samp_g0_43_h0	samp_g0_43_h0	1
samp_g0_45_h0	samp_g0_45_h0	1
samp_g0_82_h0	samp_g0_82_h0	1
samp_g0_45_h1	samp_g0_45_h1	1
samp_g0_82_h1	samp_g0_82_h1	1
samp_g0_5_h1	samp_g0_5_h1	1
samp_g0_5_h0	samp_g0_5_h0	1
samp_g0_27_h0	samp_g0_27_h0	1
samp_g0_27_h1	samp_g0_27_h1	1
samp_g0_92_h0	samp_g0_92_h0	1
samp_g0_92_h1	samp_g0_92_h1	1
samp_g0_87_h0	samp_g0_87_h0	1
samp_g0_87_h1	samp_g0_87_h1	1
samp_g0_86_h1	samp_g0_86_h1	1
samp_g0_86_h0	samp_g0_86_h0	1
samp_g0_74_h0	samp_g0_74_h0	1
samp_g0_74_h1	samp_g0_74_h1	1
samp_g0_57_h1	samp_g0_57_h1	1
samp_g0_57_h0	samp_g0_57_h0	1
samp_g0_53_h1	samp_g0_53_h1	1
samp_g0_97_h0	samp_g0_97_h0	1
samp_g0_53_h0	samp_g0_53_h0	1
samp_g0_97_h1	samp_g0_97_h1	1
samp_g0_17_h1	samp_g0_17_h1	1
samp_g0_17_h0	samp_g0_17_h0	1
samp_g0_69_h1	samp_g0_69_h1	1
samp_g0_69_h0	samp_g0_69_h0	1
samp_g0_33_h1	samp_g0_33_h1	1
samp_g0_33_h0	samp_g0_33_h0	1
samp_g0_37_h0	samp_g0_37_h0	1
samp_g0_37_h1	samp_g0_37_h1	1
samp_g0_44_h0	samp_g0_44_h0	1
samp_g0_63_h1	samp_g0_63_h1	1
samp_g0_44_h1	samp_g0_44_h1	1
samp_g0_63_h0	samp_g0_63_h0	1
samp_g0_79_h0	samp_g0_79_h0	1
samp_g0_79_h1	samp_g0_79_h1	1
samp_g0_15_h1	samp_g0_15_h1	1
samp_g0_15_h0	samp_g0_15_h0	1
samp_g0_80_h1	samp_g0_80_h1	1
samp_g0_80_h0	samp_g0_80_h0	1
samp_g0_12_h1	samp_g0_12_h1	1
samp_g0_58_h1	samp_g0_58_h1	1
samp_g0_58_h0	samp_g0_58_h0	1
samp_g0_73_h0	samp_g0_73_h0	1
samp_g0_60_h0	samp_g0_60_h0	1
samp_g1_4_h1	samp_g1_4_h1	2
samp_g1_99_h1	samp_g1_99_h1	2
samp_g1_99_h0	samp_g1_99_h0	2
samp_g1_81_h1	samp_g1_81_h1	2
samp_g1_81_h0	samp_g1_81_h0	2
samp_g1_72_h1	samp_g1_72_h1	2
samp_g1_2_h0	samp_g1_2_h0	2
samp_g1_2_h1	samp_g1_2_h1	2
samp_g1_72_h0	samp_g1_72_h0	2
samp_g1_89_h1	samp_g1_89_h1	2
samp_g1_57_h1	samp_g1_57_h1	2
samp_g1_10_h0	samp_g1_10_h0	2
samp_g1_20_h0	samp_g1_20_h0	2
samp_g1_20_h1	samp_g1_20_h1	2
samp_g1_10_h1	samp_g1_10_h1	2
samp_g1_34_h0	samp_g1_34_h0	2
samp_g1_57_h0	samp_g1_57_h0	2
samp_g1_89_h0	samp_g1_89_h0	2
samp_g1_34_h1	samp_g1_34_h1	2
samp_g1_31_h1	samp_g1_31_h1	2
samp_g1_31_h0	samp_g1_31_h0	2
samp_g1_42_h0	samp_g1_42_h0	2
samp_g1_42_h1	samp_g1_42_h1	2
samp_g1_36_h0	samp_g1_36_h0	2
samp_g1_36_h1	samp_g1_36_h1	2
samp_g1_24_h1	samp_g1_24_h1	2
samp_g1_24_h0	samp_g1_24_h0	2
samp_g1_84_h0	samp_g1_84_h0	2
samp_g1_84_h1	samp_g1_84_h1	2
samp_g1_70_h1	samp_g1_70_h1	2
samp_g1_70_h0	samp_g1_70_h0	2
samp_g1_92_h1	samp_g1_92_h1	2
samp_g1_92_h0	samp_g1_92_h0	2
samp_g1_5_h0	samp_g1_5_h0	2
samp_g1_67_h1	samp_g1_67_h1	2
samp_g1_5_h1	samp_g1_5_h1	2
samp_g1_67_h0	samp_g1_67_h0	2
samp_g1_83_h0	samp_g1_83_h0	2
samp_g1_83_h1	samp_g1_83_h1	2
samp_g1_12_h0	samp_g1_12_h0	2
samp_g1_12_h1	samp_g1_12_h1	2
samp_g1_54_h0	samp_g1_54_h0	2
samp_g1_82_h1	samp_g1_82_h1	2
samp_g1_82_h0	samp_g1_82_h0	2
samp_g1_66_h1	samp_g1_66_h1	2
samp_g1_54_h1	samp_g1_54_h1	2
samp_g1_3_h0	samp_g1_3_h0	2
samp_g1_3_h1	samp_g1_3_h1	2
samp_g1_35_h0	samp_g1_35_h0	2
samp_g1_35_h1	samp_g1_35_h1	2
samp_g1_8_h1	samp_g1_8_h1	2
samp_g1_21_h1	samp_g1_21_h1	2
samp_g1_21_h0	samp_g1_21_h0	2
samp_g1_78_h0	samp_g1_78_h0	2
samp_g1_8_h0	samp_g1_8_h0	2
samp_g1_66_h0	samp_g1_66_h0	2
samp_g1_29_h0	samp_g1_29_h0	2
samp_g1_33_h1	samp_g1_33_h1	2
samp_g1_33_h0	samp_g1_33_h0	2
samp_g1_78_h1	samp_g1_78_h1	2
samp_g1_43_h1	samp_g1_43_h1	2
samp_g1_43_h0	samp_g1_43_h0	2
samp_g1_71_h0	samp_g1_71_h0	2
samp_g1_71_h1	samp_g1_71_h1	2
samp_g1_26_h0	samp_g1_26_h0	2
samp_g1_26_h1	samp_g1_26_h1	2
samp_g1_65_h0	samp_g1_65_h0	2
samp_g1_65_h1	samp_g1_65_h1	2
samp_g1_25_h0	samp_g1_25_h0	2
samp_g1_50_h0	samp_g1_50_h0	2
samp_g1_25_h1	samp_g1_25_h1	2
samp_g1_50_h1	samp_g1_50_h1	2
samp_g1_1_h1	samp_g1_1_h1	2
samp_g1_1_h0	samp_g1_1_h0	2
samp_g1_23_h1	samp_g1_23_h1	2
samp_g1_23_h0	samp_g1_23_h0	2
samp_g1_48_h0	samp_g1_48_h0	2
samp_g1_48_h1	samp_g1_48_h1	2
samp_g1_63_h1	samp_g1_63_h1	2
samp_g1_91_h1	samp_g1_91_h1	2
samp_g1_91_h0	samp_g1_91_h0	2
samp_g1_64_h0	samp_g1_64_h0	2
samp_g1_64_h1	samp_g1_64_h1	2
samp_g1_63_h0	samp_g1_63_h0	2
samp_g1_85_h1	samp_g1_85_h1	2
samp_g1_49_h1	samp_g1_49_h1	2
samp_g1_85_h0	samp_g1_85_h0	2
samp_g1_49_h0	samp_g1_49_h0	2
samp_g1_45_h1	samp_g1_45_h1	2
samp_g1_94_h0	samp_g1_94_h0	2
samp_g1_94_h1	samp_g1_94_h1	2
samp_g1_68_h1	samp_g1_68_h1	2
samp_g1_27_h0	samp_g1_27_h0	2
samp_g1_68_h0	samp_g1_68_h0	2
samp_g1_27_h1	samp_g1_27_h1	2
samp_g1_45_h0	samp_g1_45_h0	2
samp_g1_75_h0	samp_g1_75_h0	2
samp_g1_60_h1	samp_g1_60_h1	2
samp_g1_75_h1	samp_g1_75_h1	2
samp_g1_86_h0	samp_g1_86_h0	2
samp_g1_86_h1	samp_g1_86_h1	2
samp_g1_95_h0	samp_g1_95_h0	2
samp_g1_95_h1	samp_g1_95_h1	2
samp_g1_60_h0	samp_g1_60_h0	2
samp_g1_44_h0	samp_g1_44_h0	2
samp_g1_28_h0	samp_g1_28_h0	2
samp_g1_28_h1	samp_g1_28_h1	2
samp_g1_44_h1	samp_g1_44_h1	2
samp_g1_14_h1	samp_g1_14_h1	2
samp_g1_14_h0	samp_g1_14_h0	2
samp_g1_17_h0	samp_g1_17_h0	2
samp_g1_87_h0	samp_g1_87_h0	2
samp_g1_80_h1	samp_g1_80_h1	2
samp_g1_80_h0	samp_g1_80_h0	2
samp_g1_87_h1	samp_g1_87_h1	2
samp_g1_17_h1	samp_g1_17_h1	2
samp_g1_98_h1	samp_g1_98_h1	2
samp_g1_98_h0	samp_g1_98_h0	2
samp_g1_88_h0	samp_g1_88_h0	2
samp_g1_88_h1	samp_g1_88_h1	2
samp_g1_18_h1	samp_g1_18_h1	2
samp_g1_18_h0	samp_g1_18_h0	2
samp_g1_74_h0	samp_g1_74_h0	2
samp_g1_74_h1	samp_g1_74_h1	2
samp_g1_93_h0	samp_g1_93_h0	2
samp_g1_93_h1	samp_g1_93_h1	2
samp_g1_96_h0	samp_g1_96_h0	2
samp_g1_16_h1	samp_g1_16_h1	2
samp_g1_51_h0	samp_g1_51_h0	2
samp_g1_16_h0	samp_g1_16_h0	2
samp_g1_51_h1	samp_g1_51_h1	2
samp_g1_96_h1	samp_g1_96_h1	2
samp_g1_7_h1	samp_g1_7_h1	2
samp_g1_62_h1	samp_g1_62_h1	2
samp_g1_7_h0	samp_g1_7_h0	2
samp_g1_32_h1	samp_g1_32_h1	2
samp_g1_32_h0	samp_g1_32_h0	2
samp_g1_62_h0	samp_g1_62_h0	2
samp_g1_69_h1	samp_g1_69_h1	2
samp_g1_29_h1	samp_g1_29_h1	2
samp_g1_69_h0	samp_g1_69_h0	2
samp_g1_56_h1	samp_g1_56_h1	2
samp_g1_15_h1	samp_g1_15_h1	2
samp_g1_30_h0	samp_g1_30_h0	2
samp_g1_30_h1	samp_g1_30_h1	2
samp_g1_52_h1	samp_g1_52_h1	2
samp_g1_52_h0	samp_g1_52_h0	2
samp_g1_73_h0	samp_g1_73_h0	2
samp_g1_73_h1	samp_g1_73_h1	2
samp_g1_15_h0	samp_g1_15_h0	2
samp_g1_56_h0	samp_g1_56_h0	2
samp_g1_0_h1	samp_g1_0_h1	2
samp_g1_77_h0	samp_g1_77_h0	2
samp_g1_0_h0	samp_g1_0_h0	2
samp_g1_77_h1	samp_g1_77_h1	2
samp_g1_11_h1	samp_g1_11_h1	2
samp_g1_40_h0	samp_g1_40_h0	2
samp_g1_40_h1	samp_g1_40_h1	2
samp_g1_76_h1	samp_g1_76_h1	2
samp_g1_76_h0	samp_g1_76_h0	2
samp_g1_11_h0	samp_g1_11_h0	2
samp_g1_39_h1	samp_g1_39_h1	2
samp_g1_39_h0	samp_g1_39_h0	2
samp_g1_97_h0	samp_g1_97_h0	2
samp_g1_9_h1	samp_g1_9_h1	2
samp_g1_9_h0	samp_g1_9_h0	2
samp_g1_97_h1	samp_g1_97_h1	2
samp_g1_6_h1	samp_g1_6_h1	2
samp_g1_90_h1	samp_g1_90_h1	2
samp_g1_6_h0	samp_g1_6_h0	2
samp_g1_90_h0	samp_g1_90_h0	2
samp_g1_41_h0	samp_g1_41_h0	2
samp_g1_41_h1	samp_g1_41_h1	2
samp_g1_46_h0	samp_g1_46_h0	2
samp_g1_46_h1	samp_g1_46_h1	2
samp_g1_22_h1	samp_g1_22_h1	2
samp_g1_61_h0	samp_g1_61_h0	2
samp_g1_13_h0	samp_g1_13_h0	2
samp_g1_22_h0	samp_g1_22_h0	2
samp_g1_37_h0	samp_g1_37_h0	2
samp_g1_37_h1	samp_g1_37_h1	2
samp_g1_55_h1	samp_g1_55_h1	2
samp_g1_13_h1	samp_g1_13_h1	2
samp_g1_53_h1	samp_g1_53_h1	2
samp_g1_53_h0	samp_g1_53_h0	2
samp_g1_61_h1	samp_g1_61_h1	2
samp_g1_55_h0	samp_g1_55_h0	2
samp_g1_58_h0	samp_g1_58_h0	2
samp_g1_58_h1	samp_g1_58_h1	2
samp_g1_19_h1	samp_g1_19_h1	2
samp_g1_38_h0	samp_g1_38_h0	2
samp_g1_38_h1	samp_g1_38_h1	2
samp_g1_79_h1	samp_g1_79_h1	2
samp_g1_79_h0	samp_g1_79_h0	2
samp_g1_47_h0	samp_g1_47_h0	2
samp_g1_47_h1	samp_g1_47_h1	2
samp_g1_19_h0	samp_g1_19_h0	2
samp_g1_4_h0	samp_g1_4_h0	2
samp_g1_59_h0	samp_g1_59_h0	2
samp_g1_59_h1	samp_g1_59_h1	2
